Timestamp: 2024-08-29T05:50:11.331Z, Sine: 2.145620239077832, Sawtooth: 0.6883240825948567, Square: 10.0, Triangle: 1.3766481651897133
Timestamp: 2024-08-29T08:09:20.566Z, Sine: 1.2081266036121465, Sawtooth: 0.3855003236167554, Square: 10.0, Triangle: 0.7710006472335108
Timestamp: 2024-08-29T08:09:21.587Z, Sine: 6.858590767722457, Sawtooth: 2.405733676323127, Square: 10.0, Triangle: 4.811467352646254
Timestamp: 2024-08-29T08:09:22.545Z, Sine: 9.829645167882372, Sawtooth: 4.411616042673394, Square: 10.0, Triangle: 8.823232085346786
Timestamp: 2024-08-29T08:09:23.636Z, Sine: 9.02646555484089, Sawtooth: 6.416213574549791, Square: 10.0, Triangle: 7.16757285090042
Timestamp: 2024-08-29T08:09:24.563Z, Sine: 4.769722620437142, Sawtooth: 8.41734212923773, Square: 10.0, Triangle: 3.1653157415245436
Timestamp: 2024-08-29T08:09:25.551Z, Sine: -1.3701221438805744, Sawtooth: -9.56250040904668, Square: -10.0, Triangle: -0.8749991819066435
Timestamp: 2024-08-29T08:09:26.607Z, Sine: -6.957389147487173, Sawtooth: -7.550770641856975, Square: -10.0, Triangle: -4.898458716286055
Timestamp: 2024-08-29T08:09:27.561Z, Sine: -9.851438459593272, Sawtooth: -5.549360531593249, Square: -10.0, Triangle: -8.901278936813505
Timestamp: 2024-08-29T08:09:28.654Z, Sine: -8.95132789863567, Sawtooth: -3.5291939629587623, Square: -10.0, Triangle: -7.058387925917525
Timestamp: 2024-08-29T08:09:29.578Z, Sine: -4.59055200256315, Sawtooth: -1.5181198939293776, Square: -10.0, Triangle: -3.0362397878587553
Timestamp: 2024-08-29T08:09:30.601Z, Sine: 1.5367349035305082, Sawtooth: 0.4911039527448411, Square: 10.0, Triangle: 0.9822079054896822
Timestamp: 2024-08-29T08:09:31.623Z, Sine: 7.073914569282554, Sawtooth: 2.5012817491731383, Square: 10.0, Triangle: 5.0025634983462774
Timestamp: 2024-08-29T08:09:32.650Z, Sine: 9.88175365585284, Sawtooth: 4.51000926876767, Square: 10.0, Triangle: 9.020018537535337
Timestamp: 2024-08-29T08:09:33.599Z, Sine: 8.881148081646874, Sawtooth: 6.520149878610487, Square: 10.0, Triangle: 6.9597002427790295
Timestamp: 2024-08-29T08:09:34.698Z, Sine: 4.4548118841304785, Sawtooth: 8.530326157218967, Square: 10.0, Triangle: 2.9393476855620673
Timestamp: 2024-08-29T08:09:36.441Z, Sine: -1.689789169894166, Sawtooth: -9.459530197298587, Square: -10.0, Triangle: -1.0809396054028273
Timestamp: 2024-08-29T08:09:36.782Z, Sine: -7.8694838554862, Sawtooth: -7.116597727065793, Square: -10.0, Triangle: -5.766804545868415
Timestamp: 2024-08-29T08:09:37.782Z, Sine: -9.994000814296614, Sawtooth: -5.110263809320398, Square: -10.0, Triangle: -9.779472381359215
Timestamp: 2024-08-29T08:09:38.793Z, Sine: -8.279075088666948, Sawtooth: -3.104688042572873, Square: -10.0, Triangle: -6.209376085145746
Timestamp: 2024-08-29T08:09:39.818Z, Sine: -3.3838666535984725, Sawtooth: -1.0988117475018688, Square: -10.0, Triangle: -2.197623495003737
Timestamp: 2024-08-29T08:09:40.841Z, Sine: 2.8240799633045492, Sawtooth: 0.9113318979805787, Square: 10.0, Triangle: 1.8226637959611574
Timestamp: 2024-08-29T08:09:41.865Z, Sine: 7.936991618867721, Sawtooth: 2.9184755725975746, Square: 10.0, Triangle: 5.836951145195149
Timestamp: 2024-08-29T08:09:42.893Z, Sine: 9.996824816059423, Sawtooth: 4.919783988933657, Square: 10.0, Triangle: 9.839567977867302
Timestamp: 2024-08-29T08:09:43.812Z, Sine: 8.217543368235456, Sawtooth: 6.929955714082691, Square: 10.0, Triangle: 6.140088571834618
Timestamp: 2024-08-29T08:09:44.821Z, Sine: 3.26859430900833, Sawtooth: 8.940096323925507, Square: 10.0, Triangle: 2.1198073521489866
Timestamp: 2024-08-29T08:09:45.810Z, Sine: -2.914093122952794, Sawtooth: -9.058758425368584, Square: -10.0, Triangle: -1.8824831492628322
Timestamp: 2024-08-29T08:09:46.828Z, Sine: -7.983222796048991, Sawtooth: -7.05721171132146, Square: -10.0, Triangle: -5.885576577357081
Timestamp: 2024-08-29T08:09:47.812Z, Sine: -9.998909087931755, Sawtooth: -5.047017977785099, Square: -10.0, Triangle: -9.905964044429783
Timestamp: 2024-08-29T08:09:48.818Z, Sine: -8.161788452230814, Sawtooth: -3.0391161521702323, Square: -10.0, Triangle: -6.078232304340465
Timestamp: 2024-08-29T08:09:50.524Z, Sine: -3.176515304568949, Sawtooth: -1.028942150291474, Square: -10.0, Triangle: -2.057884300582948
Timestamp: 2024-08-29T08:09:50.862Z, Sine: 3.2378469817320576, Sawtooth: 1.0495534749450144, Square: 10.0, Triangle: 2.0991069498900288
Timestamp: 2024-08-29T08:09:51.873Z, Sine: 8.196823235061181, Sawtooth: 3.058500319502894, Square: 10.0, Triangle: 6.117000639005788
Timestamp: 2024-08-29T08:09:52.874Z, Sine: 9.997735489912976, Sawtooth: 5.0677423800148995, Square: 10.0, Triangle: 9.864515239970205
Timestamp: 2024-08-29T08:09:53.911Z, Sine: 7.96067184540648, Sawtooth: 7.069101643314803, Square: 10.0, Triangle: 5.861796713370397
Timestamp: 2024-08-29T08:09:54.926Z, Sine: 2.8524743356273277, Sawtooth: 9.079242253157618, Square: 10.0, Triangle: 1.841515493684765
Timestamp: 2024-08-29T08:09:56.207Z, Sine: -3.3368489749690466, Sawtooth: -8.9170784959544, Square: -10.0, Triangle: -2.1658430080912026
Timestamp: 2024-08-29T08:09:57.021Z, Sine: -8.258559129715827, Sawtooth: -6.906924225733244, Square: -10.0, Triangle: -6.186151548533515
Timestamp: 2024-08-29T08:10:04.766Z, Sine: -9.994740867091528, Sawtooth: -4.896761607503102, Square: -10.0, Triangle: -9.793523215006202
Timestamp: 2024-08-29T08:10:05.904Z, Sine: 1.4561925278808596, Sawtooth: 9.534825534267066, Square: 10.0, Triangle: 0.9303489314658713
Timestamp: 2024-08-29T08:10:06.270Z, Sine: -5.383654434089796, Sawtooth: -8.190420184885303, Square: -10.0, Triangle: -3.6191596302293974
Timestamp: 2024-08-29T08:10:07.254Z, Sine: -9.309667343808963, Sawtooth: -6.1896657727818996, Square: -10.0, Triangle: -7.6206684544362036
Timestamp: 2024-08-29T08:10:08.241Z, Sine: -9.672336853718246, Sawtooth: -4.18290610657824, Square: -10.0, Triangle: -8.36581221315648
Timestamp: 2024-08-29T08:10:09.258Z, Sine: -6.308078797531418, Sawtooth: -2.1727639789156075, Square: -10.0, Triangle: -4.345527957831215
Timestamp: 2024-08-29T08:10:10.287Z, Sine: -0.510550341855248, Sawtooth: -0.16258390575758705, Square: -10.0, Triangle: -0.3251678115151741
Timestamp: 2024-08-29T08:10:11.266Z, Sine: 5.4837193275962886, Sawtooth: 1.847521794229471, Square: 10.0, Triangle: 3.695043588458942
Timestamp: 2024-08-29T08:10:12.262Z, Sine: 9.360234726900465, Sawtooth: 3.8552293389079475, Square: 10.0, Triangle: 7.710458677815893
Timestamp: 2024-08-29T08:10:13.269Z, Sine: 9.63269989610811, Sawtooth: 5.865394233867812, Square: 10.0, Triangle: 8.269211532264377
Timestamp: 2024-08-29T08:10:14.273Z, Sine: 6.1930461176977065, Sawtooth: 7.874146038579392, Square: 10.0, Triangle: 4.2517079228412165
Timestamp: 2024-08-29T08:10:15.273Z, Sine: 0.3836455534194883, Sawtooth: 9.877851851314148, Square: 10.0, Triangle: 0.24429629737170452
Timestamp: 2024-08-29T08:10:16.282Z, Sine: -5.589592091487593, Sawtooth: -8.112008297752945, Square: -10.0, Triangle: -3.775983404494112
Timestamp: 2024-08-29T08:10:17.290Z, Sine: -9.40682660961385, Sawtooth: -6.101860098811051, Square: -10.0, Triangle: -7.796279802377899
Timestamp: 2024-08-29T08:10:18.307Z, Sine: -9.59562253884107, Sawtooth: -4.091692168211555, Square: -10.0, Triangle: -8.18338433642311
Timestamp: 2024-08-29T08:10:19.292Z, Sine: -6.083055128974012, Sawtooth: -2.0815045059544564, Square: -10.0, Triangle: -4.163009011908913
Timestamp: 2024-08-29T08:10:20.303Z, Sine: -0.2331230202246827, Sawtooth: -0.07421208499553567, Square: -10.0, Triangle: -0.14842416999107133
Timestamp: 2024-08-29T08:10:21.461Z, Sine: 5.713807113885061, Sawtooth: 1.9359201768382948, Square: 10.0, Triangle: 3.8718403536765904
Timestamp: 2024-08-29T08:10:22.313Z, Sine: 9.451287698545, Sawtooth: 3.9406398932098443, Square: 10.0, Triangle: 7.881279786419688
Timestamp: 2024-08-29T08:10:23.345Z, Sine: 9.566267843760471, Sawtooth: 5.9409321291794095, Square: 10.0, Triangle: 8.118135741641183
Timestamp: 2024-08-29T08:10:24.327Z, Sine: 6.006624259096981, Sawtooth: 7.949035824829747, Square: 10.0, Triangle: 4.1019283503405095
Timestamp: 2024-08-29T08:10:25.341Z, Sine: 0.1460985982208357, Sawtooth: 9.953493717283113, Square: 10.0, Triangle: 0.09301256543377816
Timestamp: 2024-08-29T08:10:26.378Z, Sine: -5.78501665623091, Sawtooth: -8.036376297612781, Square: -10.0, Triangle: -3.927247404774436
Timestamp: 2024-08-29T08:10:27.393Z, Sine: -9.47570312358112, Sawtooth: -6.035308455717467, Square: -10.0, Triangle: -7.92938308856507
Timestamp: 2024-08-29T08:10:28.448Z, Sine: -9.53470861871245, Sawtooth: -4.025176193883636, Square: -10.0, Triangle: -8.050352387767273
Timestamp: 2024-08-29T08:10:29.321Z, Sine: -5.932934360726812, Sawtooth: -2.021726133787802, Square: -10.0, Triangle: -4.043452267575604
Timestamp: 2024-08-29T08:10:30.331Z, Sine: -0.05826441932920829, Sawtooth: -0.018546245619136467, Square: -10.0, Triangle: -0.037092491238272934
Timestamp: 2024-08-29T08:10:31.333Z, Sine: 5.856466341684023, Sawtooth: 1.9915936053137717, Square: 10.0, Triangle: 3.9831872106275434
Timestamp: 2024-08-29T08:10:32.345Z, Sine: 9.512229684412008, Sawtooth: 4.001716001318802, Square: 10.0, Triangle: 8.003432002637604
Timestamp: 2024-08-29T08:10:33.351Z, Sine: 9.499015575046375, Sawtooth: 6.011829290404938, Square: 10.0, Triangle: 7.976341419190126
Timestamp: 2024-08-29T08:10:34.353Z, Sine: 5.82223671116475, Sawtooth: 8.021827984094998, Square: 10.0, Triangle: 3.9563440318100045
Timestamp: 2024-08-29T08:10:35.351Z, Sine: -0.09915275154262115, Sawtooth: -9.968438181772756, Square: -10.0, Triangle: -0.06312363645448833
Timestamp: 2024-08-29T08:10:36.352Z, Sine: -5.9831793768601935, Sawtooth: -7.958359802542378, Square: -10.0, Triangle: -4.083280394915245
Timestamp: 2024-08-29T08:10:37.361Z, Sine: -9.55952679570543, Sawtooth: -5.948270039663384, Square: -10.0, Triangle: -8.103459920673235
Timestamp: 2024-08-29T08:10:38.367Z, Sine: -9.451651401241536, Sawtooth: -3.940994314722434, Square: -10.0, Triangle: -7.8819886294448676
Timestamp: 2024-08-29T08:10:39.372Z, Sine: -5.72538295285289, Sawtooth: -1.940412175168097, Square: -10.0, Triangle: -3.880824350336194
Timestamp: 2024-08-29T08:10:40.394Z, Sine: 0.1923030716993685, Sawtooth: 0.061215742239159945, Square: 10.0, Triangle: 0.12243148447831988
Timestamp: 2024-08-29T08:10:41.995Z, Sine: 6.040046314154889, Sawtooth: 2.0642916597504595, Square: 10.0, Triangle: 4.128583319500919
Timestamp: 2024-08-29T08:10:42.381Z, Sine: 9.580264282573879, Sawtooth: 4.0744838754670045, Square: 10.0, Triangle: 8.14896775093401
Timestamp: 2024-08-29T08:10:43.429Z, Sine: 9.424201692483523, Sawtooth: 6.085441831280499, Square: 10.0, Triangle: 7.829116337439003
Timestamp: 2024-08-29T08:10:44.391Z, Sine: 5.632525400913884, Sawtooth: 8.095498202123553, Square: 10.0, Triangle: 3.8090035957528996
Timestamp: 2024-08-29T08:10:45.467Z, Sine: -0.3316154191815357, Sawtooth: -9.89442417755598, Square: -10.0, Triangle: -0.21115164488804192
Timestamp: 2024-08-29T08:10:52.075Z, Sine: -6.1682945242235405, Sawtooth: -7.8841682134071815, Square: -10.0, Triangle: -4.23166357318564
Timestamp: 2024-08-29T08:10:52.630Z, Sine: 9.647985775438531, Sawtooth: 4.152913976437148, Square: 10.0, Triangle: 8.305827952874298
Timestamp: 2024-08-29T08:10:53.460Z, Sine: 9.343408413880796, Sawtooth: 6.159893726514064, Square: 10.0, Triangle: 7.680212546971873
Timestamp: 2024-08-29T08:10:54.500Z, Sine: 5.443709661639279, Sawtooth: 8.167683992372488, Square: 10.0, Triangle: 3.6646320152550254
Timestamp: 2024-08-29T08:10:55.525Z, Sine: -0.5574930514896356, Sawtooth: -9.822452399901037, Square: -10.0, Triangle: -0.3550952001979279
Timestamp: 2024-08-29T08:10:56.433Z, Sine: -6.344301435223184, Sawtooth: -7.812348217733794, Square: -10.0, Triangle: -4.375303564532413
Timestamp: 2024-08-29T08:10:57.430Z, Sine: -9.680538822197075, Sawtooth: -5.806746648049406, Square: -10.0, Triangle: -8.38650670390119
Timestamp: 2024-08-29T08:10:58.438Z, Sine: -9.293837106579254, Sawtooth: -3.796608314936313, Square: -10.0, Triangle: -7.593216629872626
Timestamp: 2024-08-29T08:10:59.445Z, Sine: -5.32242769918713, Sawtooth: -1.7865064094987937, Square: -10.0, Triangle: -3.5730128189975865
Timestamp: 2024-08-29T08:11:00.445Z, Sine: 0.7019064825636039, Sawtooth: 0.22360763849725035, Square: 10.0, Triangle: 0.4472152769945007
Timestamp: 2024-08-29T08:11:01.457Z, Sine: 6.443634469351174, Sawtooth: 2.228775870624297, Square: 10.0, Triangle: 4.4575517412485945
Timestamp: 2024-08-29T08:11:02.482Z, Sine: 9.713402891177056, Sawtooth: 4.236087264330912, Square: 10.0, Triangle: 8.472174528661826
Timestamp: 2024-08-29T08:11:03.459Z, Sine: 9.243302895256543, Sawtooth: 6.246245329101608, Square: 10.0, Triangle: 7.507509341796786
Timestamp: 2024-08-29T08:11:04.465Z, Sine: 5.210987265841719, Sawtooth: 8.255223288965706, Square: 10.0, Triangle: 3.4895534220685898
Timestamp: 2024-08-29T08:11:05.461Z, Sine: -0.8325621487248435, Sawtooth: -9.734680117966132, Square: -10.0, Triangle: -0.5306397640677395
Timestamp: 2024-08-29T08:11:06.480Z, Sine: -6.555058279837944, Sawtooth: -7.724554686321471, Square: -10.0, Triangle: -4.55089062735706
Timestamp: 2024-08-29T08:11:07.472Z, Sine: -9.74233693604592, Sawtooth: -5.7241493727756465, Square: -10.0, Triangle: -8.55170125444871
Timestamp: 2024-08-29T08:11:08.489Z, Sine: -9.194991965260364, Sawtooth: -3.714054297527297, Square: -10.0, Triangle: -7.428108595054594
Timestamp: 2024-08-29T08:11:09.551Z, Sine: -5.107951633961819, Sawtooth: -1.706489427911483, Square: -10.0, Triangle: -3.4129788558229666
Timestamp: 2024-08-29T08:11:10.572Z, Sine: 0.9524855178843343, Sawtooth: 0.3036458695619784, Square: 10.0, Triangle: 0.6072917391239567
Timestamp: 2024-08-29T08:11:11.596Z, Sine: 6.637003398061722, Sawtooth: 2.310149783126716, Square: 10.0, Triangle: 4.620299566253433
Timestamp: 2024-08-29T08:11:12.634Z, Sine: 9.771978430058146, Sawtooth: 4.3189456046129475, Square: 10.0, Triangle: 8.637891209225897
Timestamp: 2024-08-29T08:11:13.516Z, Sine: 9.143592979069558, Sawtooth: 6.3269498830653665, Square: 10.0, Triangle: 7.346100233869271
Timestamp: 2024-08-29T08:11:14.569Z, Sine: 5.015302967252511, Sawtooth: 8.327705812988585, Square: 10.0, Triangle: 3.3445883740228335
Timestamp: 2024-08-29T08:11:15.501Z, Sine: -1.0371366358557574, Sawtooth: -9.669274428833294, Square: -10.0, Triangle: -0.6614511423334143
Timestamp: 2024-08-29T08:11:16.505Z, Sine: -6.7088368073605, Sawtooth: -7.659149756098542, Square: -10.0, Triangle: -4.68170048780292
Timestamp: 2024-08-29T08:11:17.511Z, Sine: -9.792800945298637, Sawtooth: -5.6491002154446575, Square: -10.0, Triangle: -8.701799569110685
Timestamp: 2024-08-29T08:11:18.511Z, Sine: -9.099737461475687, Sawtooth: -3.638984649628799, Square: -10.0, Triangle: -7.277969299257597
Timestamp: 2024-08-29T08:11:19.523Z, Sine: -4.91120082552615, Sawtooth: -1.634123776014403, Square: -10.0, Triangle: -3.268247552028806
Timestamp: 2024-08-29T08:11:20.525Z, Sine: 1.17835684375895, Sawtooth: 0.3759561210357909, Square: 10.0, Triangle: 0.7519122420715818
Timestamp: 2024-08-29T08:11:21.528Z, Sine: 6.813099714506169, Sawtooth: 2.38589410193323, Square: 10.0, Triangle: 4.77178820386646
Timestamp: 2024-08-29T08:11:22.736Z, Sine: 9.817401007957747, Sawtooth: 4.390775466115136, Square: 10.0, Triangle: 8.781550932230271
Timestamp: 2024-08-29T08:11:23.594Z, Sine: 9.056056564025228, Sawtooth: 6.394167849057981, Square: 10.0, Triangle: 7.211664301884043
Timestamp: 2024-08-29T08:11:24.809Z, Sine: 4.808614768922493, Sawtooth: 8.403239913750644, Square: 10.0, Triangle: 3.1935201724987166
Timestamp: 2024-08-29T08:11:25.652Z, Sine: -1.2721993101485172, Sawtooth: -9.593945992656243, Square: -10.0, Triangle: -0.812108014687515
Timestamp: 2024-08-29T08:11:26.546Z, Sine: -6.882585847410477, Sawtooth: -7.583754535849606, Square: -10.0, Triangle: -4.832490928300789
Timestamp: 2024-08-29T08:11:27.547Z, Sine: -9.833257002064906, Sawtooth: -5.58209550313613, Square: -10.0, Triangle: -8.835808993727742
Timestamp: 2024-08-29T08:11:28.546Z, Sine: -9.0114160532016, Sawtooth: -3.5726963482732144, Square: -10.0, Triangle: -7.145392696546429
Timestamp: 2024-08-29T08:11:29.552Z, Sine: -4.714317343291751, Sawtooth: -1.5626263170518218, Square: -10.0, Triangle: -3.1252526341036435
Timestamp: 2024-08-29T08:11:30.563Z, Sine: 1.4013609795452353, Sawtooth: 0.44754009572785863, Square: 10.0, Triangle: 0.8950801914557175
Timestamp: 2024-08-29T08:11:31.573Z, Sine: 6.976415326947598, Sawtooth: 2.4576715986517814, Square: 10.0, Triangle: 4.915343197303562
Timestamp: 2024-08-29T08:11:32.567Z, Sine: 9.856517990084088, Sawtooth: 4.460135834777411, Square: 10.0, Triangle: 8.920271669554824
Timestamp: 2024-08-29T08:11:33.570Z, Sine: 8.954653070219514, Sawtooth: 6.4684300168146, Square: 10.0, Triangle: 7.063139966370802
Timestamp: 2024-08-29T08:11:34.583Z, Sine: 4.60078763429301, Sawtooth: 8.478211662271036, Square: 10.0, Triangle: 3.043576675457928
Timestamp: 2024-08-29T08:11:35.579Z, Sine: -1.5280910388679985, Sawtooth: -9.511680361012182, Square: -10.0, Triangle: -0.9766392779756349
Timestamp: 2024-08-29T08:11:36.589Z, Sine: -7.067681937998463, Sawtooth: -7.501523814061303, Square: -10.0, Triangle: -4.996952371877394
Timestamp: 2024-08-29T08:11:37.593Z, Sine: -9.881077565547912, Sawtooth: -5.491392311137382, Square: -10.0, Triangle: -9.017215377725238
Timestamp: 2024-08-29T08:11:38.589Z, Sine: -8.884827015782811, Sawtooth: -3.482399931985035, Square: -10.0, Triangle: -6.96479986397007
Timestamp: 2024-08-29T08:11:39.602Z, Sine: -4.462686258476896, Sawtooth: -1.4724740936461207, Square: -10.0, Triangle: -2.944948187292241
Timestamp: 2024-08-29T08:11:40.601Z, Sine: 1.6538460856412254, Sawtooth: 0.5288654379961802, Square: 10.0, Triangle: 1.0577308759923603
Timestamp: 2024-08-29T08:11:41.602Z, Sine: 7.15581055803479, Sawtooth: 2.5383799471650788, Square: 10.0, Triangle: 5.0767598943301575
Timestamp: 2024-08-29T08:11:42.612Z, Sine: 9.89935468852016, Sawtooth: 4.548012087369682, Square: 10.0, Triangle: 9.096024174739364
Timestamp: 2024-08-29T08:11:43.654Z, Sine: 8.827604640933973, Sawtooth: 6.556823845963977, Square: 10.0, Triangle: 6.886352308072047
Timestamp: 2024-08-29T08:11:44.677Z, Sine: 4.367930310345247, Sawtooth: 8.561142098994312, Square: 10.0, Triangle: 2.877715802011379
Timestamp: 2024-08-29T08:11:45.620Z, Sine: -1.7759026302279437, Sawtooth: -9.43169828928063, Square: -10.0, Triangle: -1.1366034214387397
Timestamp: 2024-08-29T08:11:46.625Z, Sine: -7.243069424028131, Sawtooth: -7.421598660572835, Square: -10.0, Triangle: -5.156802678854332
Timestamp: 2024-08-29T08:11:47.634Z, Sine: -9.916559813465636, Sawtooth: -5.411486130396607, Square: -10.0, Triangle: -9.177027739206787
An error occurred: HTTPSConnectionPool(host='us-east-1-1.aws.cloud2.influxdata.com', port=443): Read timed out. (read timeout=9.999447582999892)
Process completed.
Timestamp: 2024-08-29T08:23:13.852Z, Sine: 9.788253251563143, Sawtooth: 5.656209977797466, Square: 10.0, Triangle: 8.687580044405072
Timestamp: 2024-08-29T08:23:14.545Z, Sine: 6.596540385744398, Sawtooth: 7.707028158697246, Square: 10.0, Triangle: 4.585943682605508
Timestamp: 2024-08-29T08:23:15.238Z, Sine: 0.88532234865901, Sawtooth: 9.717823707790476, Square: 10.0, Triangle: 0.5643525844190497
Timestamp: 2024-08-29T08:23:16.160Z, Sine: -5.165769754078835, Sawtooth: -8.272059967483758, Square: -10.0, Triangle: -3.4558800650324843
Timestamp: 2024-08-29T08:23:17.157Z, Sine: -9.214665376306465, Sawtooth: -6.2699205447986595, Square: -10.0, Triangle: -7.4601589104026855
Timestamp: 2024-08-29T08:23:18.351Z, Sine: -9.730869210696621, Sawtooth: -4.259839888838557, Square: -10.0, Triangle: -8.519679777677114
Timestamp: 2024-08-29T08:23:19.156Z, Sine: -6.509518395244132, Sawtooth: -2.2563002773736045, Square: -10.0, Triangle: -4.512600554747209
Timestamp: 2024-08-29T08:23:20.194Z, Sine: -0.7861992873638751, Sawtooth: -0.2505135336717175, Square: -10.0, Triangle: -0.501027067343435
Timestamp: 2024-08-29T08:23:21.323Z, Sine: 5.250757376216162, Sawtooth: 1.7596301118107296, Square: 10.0, Triangle: 3.51926022362146
Timestamp: 2024-08-29T08:23:22.346Z, Sine: 9.260510214391259, Sawtooth: 3.7681876355859187, Square: 10.0, Triangle: 7.536375271171836
Timestamp: 2024-08-29T08:23:23.372Z, Sine: 9.702520858164723, Sawtooth: 5.778351771635875, Square: 10.0, Triangle: 8.44329645672825
Timestamp: 2024-08-29T08:23:24.291Z, Sine: 6.40431015063516, Sawtooth: 7.787557404472308, Square: 10.0, Triangle: 4.424885191055386
Timestamp: 2024-08-29T08:23:25.317Z, Sine: 0.6620571883625131, Sawtooth: 9.789106395249156, Square: 10.0, Triangle: 0.42178720950169074
Process interrupted by user.
Process completed.
Timestamp: 2024-08-29T08:54:57.821Z, Sine: 6.625556482112164, Sawtooth: 7.694718137239559, Square: 10.0, Triangle: 4.6105637255208824
Timestamp: 2024-08-29T08:54:58.518Z, Sine: -9.794305079179018, Sawtooth: -4.353268272518946, Square: -10.0, Triangle: -8.706536545037894
Timestamp: 2024-08-29T08:55:00.864Z, Sine: -6.727136407629195, Sawtooth: -2.348713998507293, Square: -10.0, Triangle: -4.697427997014585
Timestamp: 2024-08-29T08:55:01.636Z, Sine: 5.173326577710071, Sawtooth: 1.7307500514265917, Square: 10.0, Triangle: 3.4615001028531847
Timestamp: 2024-08-29T08:55:02.425Z, Sine: 9.219007628964409, Sawtooth: 3.733642312740209, Square: 10.0, Triangle: 7.467284625480418
Timestamp: 2024-08-29T08:55:03.654Z, Sine: 9.728268903727916, Sawtooth: 5.7437434592678205, Square: 10.0, Triangle: 8.51251308146436
Timestamp: 2024-08-29T08:55:04.347Z, Sine: 6.485436608462858, Sawtooth: 7.75378389300281, Square: 10.0, Triangle: 4.492432213994382
Timestamp: 2024-08-29T08:55:05.598Z, Sine: 0.7719074533900336, Sawtooth: 9.754049567125604, Square: 10.0, Triangle: 0.491900865748796
Timestamp: 2024-08-29T08:55:06.663Z, Sine: -5.262931928410768, Sawtooth: -8.235814376491028, Square: -10.0, Triangle: -3.528371247017943
Timestamp: 2024-08-29T08:55:07.546Z, Sine: -9.267716478299677, Sawtooth: -6.225720060152589, Square: -10.0, Triangle: -7.5485598796948254
Timestamp: 2024-08-29T08:55:08.775Z, Sine: -9.701616451605151, Sawtooth: -4.2204599999267, Square: -10.0, Triangle: -8.4409199998534
Timestamp: 2024-08-29T08:55:09.696Z, Sine: -6.399323279419579, Sawtooth: -2.2103763083269667, Square: -10.0, Triangle: -4.420752616653934
Timestamp: 2024-08-29T08:55:10.515Z, Sine: -0.6557011907251504, Sawtooth: -0.20886602195541612, Square: -10.0, Triangle: -0.41773204391083213
Timestamp: 2024-08-29T08:55:11.745Z, Sine: 5.361594070126767, Sawtooth: 1.80125409731989, Square: 10.0, Triangle: 3.6025081946397792
Timestamp: 2024-08-29T08:55:12.540Z, Sine: 9.310771875610296, Sawtooth: 3.8112975666945106, Square: 10.0, Triangle: 7.622595133389019
Timestamp: 2024-08-29T08:55:13.793Z, Sine: 9.672313020416096, Sawtooth: 5.817123773711602, Square: 10.0, Triangle: 8.3657524525768
Timestamp: 2024-08-29T08:55:14.590Z, Sine: 6.324469645890185, Sawtooth: 7.820506290825644, Square: 10.0, Triangle: 4.358987418348715
Timestamp: 2024-08-29T08:55:15.841Z, Sine: 0.54888092987726, Sawtooth: 9.825197927530605, Square: 10.0, Triangle: 0.34960414493879083
Timestamp: 2024-08-29T08:55:16.516Z, Sine: -5.432436421907757, Sawtooth: -8.171959899209693, Square: -10.0, Triangle: -3.6560802015806164
Timestamp: 2024-08-29T08:55:17.680Z, Sine: -9.336089003319358, Sawtooth: -6.166413729948572, Square: -10.0, Triangle: -7.667172540102859
Timestamp: 2024-08-29T08:55:18.503Z, Sine: -9.64983075884596, Sawtooth: -4.155149933442242, Square: -10.0, Triangle: -8.310299866884485
Timestamp: 2024-08-29T08:55:19.627Z, Sine: -6.249690755425787, Sawtooth: -2.148884317588547, Square: -10.0, Triangle: -4.297768635177094
Timestamp: 2024-08-29T08:55:20.961Z, Sine: -0.4359335247577461, Sawtooth: -0.13880593835816893, Square: -10.0, Triangle: -0.2776118767163378
Timestamp: 2024-08-29T08:55:21.778Z, Sine: 5.6810012325340455, Sawtooth: 1.9232137527804332, Square: 10.0, Triangle: 3.8464275055608663
Timestamp: 2024-08-29T08:55:22.599Z, Sine: 9.436108189485651, Sawtooth: 3.925948160833232, Square: 10.0, Triangle: 7.851896321666464
Timestamp: 2024-08-29T08:55:23.827Z, Sine: 9.577023626982248, Sawtooth: 5.929107558434387, Square: 10.0, Triangle: 8.141784883131226
Timestamp: 2024-08-29T08:55:24.626Z, Sine: 6.056324891138361, Sawtooth: 7.929201718918023, Square: 10.0, Triangle: 4.141596562163957
Timestamp: 2024-08-29T08:55:26.080Z, Sine: 0.19043812480695993, Sawtooth: 9.939377997526504, Square: 10.0, Triangle: 0.1212440049469939
Timestamp: 2024-08-29T08:55:26.601Z, Sine: -6.28372827295149, Sawtooth: -7.837212530346573, Square: -10.0, Triangle: -4.325574939306857
Timestamp: 2024-08-29T08:55:27.822Z, Sine: -9.65941531176107, Sawtooth: -5.83314016412636, Square: -10.0, Triangle: -8.333719671747284
Timestamp: 2024-08-29T08:55:30.995Z, Sine: -9.324205281202435, Sawtooth: -3.823073927454505, Square: -10.0, Triangle: -7.64614785490901
Timestamp: 2024-08-29T08:55:31.610Z, Sine: 5.858655708565546, Sawtooth: 1.9924534547673711, Square: 10.0, Triangle: 3.9849069095347414
Timestamp: 2024-08-29T08:55:32.695Z, Sine: 9.511777970590884, Sawtooth: 4.00125003516351, Square: 10.0, Triangle: 8.002500070327018
